id,nazwa
224033,Kamieniec Ząbkowicki
224042,Stoszowice
224053,Ząbkowice Śląskie
224063,Ziębice
224073,Złoty Stok
225011,Zawidów
225021,Zgorzelec
225033,Bogatynia
225043,Pieńsk
225052,Sulików
225063,Węgliniec
225072,Zgorzelec
226011,Wojcieszów
226021,Złotoryja
226032,Pielgrzymka
226043,Świerzawa
226052,Zagrodno
226062,Złotoryja
261011,M. Jelenia Góra
262011,M. Legnica
264011,M. Wrocław
265011,M. Wałbrzych
401011,Aleksandrów Kujawski
401021,Ciechocinek
401031,Nieszawa
401042,Aleksandrów Kujawski
401052,Bądkowo
401062,Koneck
401072,Raciążek
401082,Waganiec
401092,Zakrzewo
402011,Brodnica
402022,Bobrowo
402032,Brodnica
402042,Brzozie
402053,Górzno
402062,Bartniczka
402073,Jabłonowo Pomorskie
402082,Osiek
402092,Świedziebnia
402102,Zbiczno
403012,Białe Błota
403022,Dąbrowa Chełmińska
403032,Dobrcz
403043,Koronowo
403052,Nowa Wieś Wielka
403062,Osielsko
403072,Sicienko
403083,Solec Kujawski
404011,Chełmno
404022,Chełmno
404032,Kijewo Królewskie
404042,Lisewo
404052,Papowo Biskupie
404062,Stolno
404072,Unisław
405011,Golub-Dobrzyń
405022,Ciechocin
405032,Golub-Dobrzyń
405043,Kowalewo Pomorskie
405052,Radomin
405062,Zbójno
406012,Grudziądz
406022,Gruta
406033,Łasin
406043,Radzyń Chełmiński
406052,Rogóźno
406062,Świecie nad Osą
407011,Inowrocław
407022,Dąbrowa Biskupia
407033,Gniewkowo
407042,Inowrocław
407053,Janikowo
407063,Kruszwica
407073,Pakość
407082,Rojewo
407092,Złotniki Kujawskie
408011,Lipno
408023,Bobrowniki
408032,Chrostkowo
408043,Dobrzyń nad Wisłą
408053,Kikół
408062,Lipno
408073,Skępe
408082,Tłuchowo
408092,Wielgie
409012,Dąbrowa
409022,Jeziora Wielkie
409033,Mogilno
409043,Strzelno
410013,Kcynia
410023,Mrocza
410033,Nakło nad Notecią
410042,Sadki
410053,Szubin
411011,Radziejów
411022,Bytoń
411032,Dobre
411042,Osięciny
411053,Piotrków Kujawski
411062,Radziejów
411072,Topólka
412011,Rypin
412022,Brzuze
412032,Rogowo
412042,Rypin
412052,Skrwilno
412062,Wąpielsk
413013,Kamień Krajeński
413023,Sępólno Krajeńskie
413032,Sośno
413043,Więcbork
414012,Bukowiec
414022,Dragacz
414032,Drzycim
414042,Jeżewo
414052,Lniano
414063,Nowe
414072,Osie
414083,Pruszcz
414093,Świecie
414102,Świekatowo
414112,Warlubie
415011,Chełmża
415022,Chełmża
415032,Czernikowo
415042,Lubicz
415052,Łubianka
415062,Łysomice
415072,Obrowo
415082,Wielka Nieszawka
415092,Zławieś Wielka
416012,Cekcyn
416022,Gostycyn
416032,Kęsowo
416042,Lubiewo
416052,Śliwice
416063,Tuchola
417011,Wąbrzeźno
417022,Dębowa Łąka
417032,Książki
417042,Płużnica
417052,Ryńsk
418011,Kowal
418022,Baruchowo
418032,Boniewo
418043,Brześć Kujawski
418052,Choceń
418063,Chodecz
418072,Fabianki
418083,Izbica Kujawska
418092,Kowal
418102,Lubanie
418113,Lubień Kujawski
418123,Lubraniec
418132,Włocławek
419013,Barcin
419023,Gąsawa
419033,Janowiec Wielkopolski
419043,Łabiszyn
419052,Rogowo
419063,Żnin
461011,M. Bydgoszcz
462011,M. Grudziądz
463011,M. Toruń
464011,M. Włocławek
601011,Międzyrzec Podlaski
601021,Terespol
601032,Biała Podlaska
601042,Drelów
601052,Janów Podlaski
601062,Kodeń
601072,Konstantynów
601082,Leśna Podlaska
601092,Łomazy
601102,Międzyrzec Podlaski
601113,Piszczac
601122,Rokitno
601132,Rossosz
601142,Sławatycze
601152,Sosnówka
601162,Terespol
601172,Tuczna
601182,Wisznice
601192,Zalesie
602011,Biłgoraj
602022,Aleksandrów
602032,Biłgoraj
602042,Biszcza
602053,Frampol
602063,Goraj
602073,Józefów
602082,Księżpol
602092,Łukowa
602102,Obsza
602112,Potok Górny
602123,Tarnogród
602132,Tereszpol
602143,Turobin
603011,Rejowiec Fabryczny
603022,Białopole
603032,Chełm
603042,Dorohusk
603052,Dubienka
603062,Kamień
603072,Leśniowice
603082,Rejowiec Fabryczny
603092,Ruda-Huta
603102,Sawin
603113,Siedliszcze
603122,Wierzbica
603132,Wojsławice
603142,Żmudź
603153,Rejowiec
604011,Hrubieszów
604022,Dołhobyczów
604032,Horodło
604042,Hrubieszów
604052,Mircze
604062,Trzeszczany
604072,Uchanie
604082,Werbkowice
605012,Batorz
605022,Chrzanów
605032,Dzwola
605042,Godziszów
605053,Janów Lubelski
605063,Modliborzyce
605072,Potok Wielki
606011,Krasnystaw
606022,Fajsławice
606032,Gorzków
606043,Izbica
606052,Krasnystaw
606062,Kraśniczyn
606072,Łopiennik Górny
606092,Rudnik
606102,Siennica Różana
606112,Żółkiewka
607011,Kraśnik
607023,Annopol
607032,Dzierzkowice
607042,Gościeradów
607052,Kraśnik
607062,Szastarka
607072,Trzydnik Duży
607083,Urzędów
607092,Wilkołaz
607102,Zakrzówek
608011,Lubartów
608022,Abramów
608032,Firlej
608042,Jeziorzany
608053,Kamionka
608063,Kock
608072,Lubartów
608082,Michów
608092,Niedźwiada
608103,Ostrów Lubelski
608112,Ostrówek
608122,Serniki
608132,Uścimów
609013,Bełżyce
609022,Borzechów
609033,Bychawa
609042,Garbów
609052,Głusk
609062,Jabłonna
609072,Jastków
609082,Konopnica
609092,Krzczonów
609102,Niedrzwica Duża
609112,Niemce
609122,Strzyżewice
609132,Wojciechów
609142,Wólka
609152,Wysokie
609162,Zakrzew
610012,Cyców
610022,Ludwin
610033,Łęczna
610042,Milejów
610052,Puchaczów
610062,Spiczyn
611011,Łuków
611021,Stoczek Łukowski
611032,Adamów
611042,Krzywda
611052,Łuków
611062,Serokomla
611072,Stanin
611082,Stoczek Łukowski
611092,Trzebieszów
611102,Wojcieszków
611112,Wola Mysłowska
612012,Chodel
612023,Józefów nad Wisłą
612032,Karczmiska
612042,Łaziska
612053,Opole Lubelskie
612063,Poniatowa
612072,Wilków
613012,Dębowa Kłoda
613022,Jabłoń
613032,Milanów
613043,Parczew
613052,Podedwórze
613062,Siemień
613072,Sosnowica
614011,Puławy
614022,Baranów
614032,Janowiec
614043,Kazimierz Dolny
614052,Końskowola
614062,Kurów
614072,Markuszów
614083,Nałęczów
614092,Puławy
614102,Wąwolnica
614112,Żyrzyn
615011,Radzyń Podlaski
615022,Borki
615033,Czemierniki
615042,Kąkolewnica
615052,Komarówka Podlaska
615062,Radzyń Podlaski
615072,Ulan-Majorat
615082,Wohyń
616011,Dęblin
616022,Kłoczew
616032,Nowodwór
616043,Ryki
616052,Stężyca
616062,Ułęż
617011,Świdnik
617022,Mełgiew
617033,Piaski
617042,Rybczewice
617052,Trawniki
618011,Tomaszów Lubelski
618022,Bełżec
618032,Jarczów
618042,Krynice
618053,Lubycza Królewska
618063,Łaszczów
618072,Rachanie
618082,Susiec
618092,Tarnawatka
618102,Telatyn
618112,Tomaszów Lubelski
618123,Tyszowce
618132,Ulhówek
619011,Włodawa
619022,Hanna
619032,Hańsk
619042,Stary Brus
619052,Urszulin
619062,Włodawa
619072,Wola Uhruska
619082,Wyryki
620012,Adamów
620022,Grabowiec
620032,Komarów-Osada
620043,Krasnobród
620052,Łabunie
620062,Miączyn
620072,Nielisz
620082,Radecznica
620092,Sitno
620102,Skierbieszów
620112,Stary Zamość
620122,Sułów
620133,Szczebrzeszyn
620142,Zamość
620153,Zwierzyniec
661011,M. Biała Podlaska
662011,M. Chełm
663011,M. Lublin
664011,M. Zamość
801011,Kostrzyn nad Odrą
801022,Bogdaniec
801032,Deszczno
801042,Kłodawa
801052,Lubiszyn
801062,Santok
801073,Witnica
802011,Gubin
802022,Bobrowice
802032,Bytnica
802042,Dąbie
802052,Gubin
802063,Krosno Odrzańskie
802072,Maszewo
803012,Bledzew
803023,Międzyrzecz
803032,Przytoczna
803042,Pszczew
803053,Skwierzyna
803063,Trzciel
804011,Nowa Sól
804023,Bytom Odrzański
804032,Kolsko
804043,Kożuchów
804052,Nowa Sól
804063,Nowe Miasteczko
804073,Otyń
804082,Siedlisko
805013,Cybinka
805022,Górzyca
805033,Ośno Lubuskie
805043,Rzepin
805053,Słubice
806013,Dobiegniew
806023,Drezdenko
806032,Stare Kurowo
806043,Strzelce Krajeńskie
806052,Zwierzyn
807012,Krzeszyce
807023,Lubniewice
807032,Słońsk
807043,Sulęcin
807053,Torzym
808012,Lubrza
808022,Łagów
808032,Skąpe
808042,Szczaniec
808053,Świebodzin
808063,Zbąszynek
809013,Babimost
809022,Bojadła
809033,Czerwieńsk
809043,Kargowa
809053,Nowogród Bobrzański
809063,Sulechów
809072,Świdnica
809082,Trzebiechów
809092,Zabór
810011,Gozdnica
810021,Żagań
810032,Brzeźnica
810043,Iłowa
810053,Małomice
810062,Niegosławice
810073,Szprotawa
810082,Wymiarki
810092,Żagań
811011,Łęknica
811021,Żary
811033,Brody
811043,Jasień
811052,Lipinki Łużyckie
811063,Lubsko
811072,Przewóz
811082,Trzebiel
811092,Tuplice
811102,Żary
812013,Sława
812023,Szlichtyngowa
812033,Wschowa
861011,M. Gorzów Wielkopolski
862011,M. Zielona Góra
1001011,Bełchatów
1001022,Bełchatów
1001032,Drużbice
1001042,Kleszczów
1001052,Kluki
1001062,Rusiec
1001072,Szczerców
1001083,Zelów
1002011,Kutno
1002022,Bedlno
1002033,Dąbrowice
1002043,Krośniewice
1002052,Krzyżanów
1002062,Kutno
1002072,Łanięta
1002082,Nowe Ostrowy
1002092,Oporów
1002102,Strzelce
1002113,Żychlin
1003012,Buczek
1003023,Łask
1003032,Sędziejowice
1003042,Widawa
1003052,Wodzierady
1004011,Łęczyca
1004022,Daszyna
1004032,Góra Świętej Małgorzaty
1004043,Grabów
1004052,Łęczyca
1004063,Piątek
1004072,Świnice Warckie
1004082,Witonia
1005011,Łowicz
1005022,Bielawy
1005032,Chąśno
1005042,Domaniewice
1005053,Kiernozia
1005062,Kocierzew Południowy
1005072,Łowicz
1005082,Łyszkowice
1005092,Nieborów
1005102,Zduny
1006022,Andrespol
1006032,Brójce
1006073,Koluszki
1006082,Nowosolna
1006103,Rzgów
1006113,Tuszyn
1007013,Białaczów
1007023,Drzewica
1007032,Mniszków
1007043,Opoczno
1007052,Paradyż
1007062,Poświętne
1007072,Sławno
1007083,Żarnów
1008011,Konstantynów Łódzki
1008021,Pabianice
1008032,Dłutów
1008042,Dobroń
1008052,Ksawerów
1008063,Lutomiersk
1008072,Pabianice
1009013,Działoszyn
1009022,Kiełczygłów
1009032,Nowa Brzeźnica
1009043,Pajęczno
1009052,Rząśnia
1009062,Siemkowice
1009072,Strzelce Wielkie
1009082,Sulmierzyce
1010012,Aleksandrów
1010022,Czarnocin
1010032,Gorzkowice
1010042,Grabica
1010052,Łęki Szlacheckie
1010062,Moszczenica
1010072,Ręczno
1010083,Rozprza
1010093,Sulejów
1010102,Wola Krzysztoporska
1010113,Wolbórz
1011012,Dalików
1011022,Pęczniew
1011033,Poddębice
1011043,Uniejów
1011052,Wartkowice
1011062,Zadzim
1012011,Radomsko
1012022,Dobryszyce
1012032,Gidle
1012042,Gomunice
1012053,Kamieńsk
1012062,Kobiele Wielkie
1012072,Kodrąb
1012082,Lgota Wielka
1012092,Ładzice
1012102,Masłowice
1012113,Przedbórz
1012122,Radomsko
1012132,Wielgomłyny
1012142,Żytno
1013011,Rawa Mazowiecka
1013023,Biała Rawska
1013032,Cielądz
1013042,Rawa Mazowiecka
1013052,Regnów
1013062,Sadkowice
1014011,Sieradz
1014023,Błaszki
1014032,Brąszewice
1014042,Brzeźnio
1014052,Burzenin
1014062,Goszczanów
1014072,Klonowa
1014082,Sieradz
1014093,Warta
1014102,Wróblew
1014113,Złoczew
1015013,Bolimów
1015022,Głuchów
1015032,Godzianów
1015042,Kowiesy
1015052,Lipce Reymontowskie
1015062,Maków
1015072,Nowy Kawęczyn
1015082,Skierniewice
1015092,Słupia
1016011,Tomaszów Mazowiecki
1016022,Będków
1016032,Budziszewice
1016042,Czerniewice
1016053,Inowłódz
1016062,Lubochnia
1016072,Rokiciny
1016082,Rzeczyca
1016092,Tomaszów Mazowiecki
1016103,Ujazd
1016112,Żelechlinek
1017012,Biała
1017022,Czarnożyły
1017032,Konopnica
1017042,Mokrsko
1017053,Osjaków
1017062,Ostrówek
1017072,Pątnów
1017082,Skomlin
1017093,Wieluń
1017102,Wierzchlas
1018013,Bolesławiec
1018022,Czastary
1018032,Galewice
1018043,Lututów
1018052,Łubnice
1018062,Sokolniki
1018073,Wieruszów
1019011,Zduńska Wola
1019023,Szadek
1019032,Zapolice
1019042,Zduńska Wola
1020011,Głowno
1020021,Ozorków
1020031,Zgierz
1020043,Aleksandrów Łódzki
1020052,Głowno
1020062,Ozorków
1020073,Parzęczew
1020083,Stryków
1020092,Zgierz
1021011,Brzeziny
1021022,Brzeziny
1021032,Dmosin
1021043,Jeżów
1021052,Rogów
1061011,M. Łódź
1062011,M. Piotrków Trybunalski
1063011,M. Skierniewice
1201011,Bochnia
1201022,Bochnia
1201032,Drwinia
1201042,Lipnica Murowana
1201052,Łapanów
1201063,Nowy Wiśnicz
1201072,Rzezawa
1201082,Trzciana
1201092,Żegocina
1202012,Borzęcin
1202023,Brzesko
1202033,Czchów
1202042,Dębno
1202052,Gnojnik
1202062,Iwkowa
1202072,Szczurowa
1203013,Alwernia
1203022,Babice
1203033,Chrzanów
1203043,Libiąż
1203053,Trzebinia
1204012,Bolesław
1204023,Dąbrowa Tarnowska
1204032,Gręboszów
1204042,Mędrzechów
1204052,Olesno
1204062,Radgoszcz
1204073,Szczucin
1205011,Gorlice
1205023,Biecz
1205033,Bobowa
1205042,Gorlice
1205052,Lipinki
1205062,Łużna
1205072,Moszczenica
1205082,Ropa
1205092,Sękowa
1205102,Uście Gorlickie
1206012,Czernichów
1206022,Igołomia-Wawrzeńczyce
1206032,Iwanowice
1206042,Jerzmanowice-Przeginia
1206052,Kocmyrzów-Luborzyca
1206063,Krzeszowice
1206072,Liszki
1206082,Michałowice
1206092,Mogilany
1206103,Skała
1206113,Skawina
1206123,Słomniki
1206132,Sułoszowa
1206143,Świątniki Górne
1206152,Wielka Wieś
1206162,Zabierzów
1206172,Zielonki
1207011,Limanowa
1207021,Mszana Dolna
1207032,Dobra
1207042,Jodłownik
1207052,Kamienica
1207062,Laskowa
1207072,Limanowa
1207082,Łukowica
1207092,Mszana Dolna
1207102,Niedźwiedź
1207112,Słopnice
1207122,Tymbark
1208012,Charsznica
1208022,Gołcza
1208032,Kozłów
1208043,Książ Wielki
1208053,Miechów
1208062,Racławice
1208072,Słaboszów
1209013,Dobczyce
1209022,Lubień
1209033,Myślenice
1209042,Pcim
1209052,Raciechowice
1209062,Siepraw
1209073,Sułkowice
1209082,Tokarnia
1209092,Wiśniowa
1210011,Grybów
1210022,Chełmiec
1210032,Gródek nad Dunajcem
1210042,Grybów
1210052,Kamionka Wielka
1210062,Korzenna
1210073,Krynica-Zdrój
1210082,Łabowa
1210092,Łącko
1210102,Łososina Dolna
1210113,Muszyna
1210122,Nawojowa
1210133,Piwniczna-Zdrój
1210142,Podegrodzie
1210152,Rytro
1210163,Stary Sącz
1211011,Nowy Targ
1211023,Szczawnica
1211033,Czarny Dunajec
1211042,Czorsztyn
1211052,Jabłonka
1211062,Krościenko nad Dunajcem
1211072,Lipnica Wielka
1211082,Łapsze Niżne
1211092,Nowy Targ
1211102,Ochotnica Dolna
1211112,Raba Wyżna
1211123,Rabka-Zdrój
1211132,Spytkowice
1211142,Szaflary
1212011,Bukowno
1212032,Bolesław
1212042,Klucze
1212053,Olkusz
1212062,Trzyciąż
1212073,Wolbrom
1213011,Oświęcim
1213023,Brzeszcze
1213033,Chełmek
1213043,Kęty
1213052,Osiek
1213062,Oświęcim
1213072,Polanka Wielka
1213082,Przeciszów
1213093,Zator
1214012,Koniusza
1214023,Koszyce
1214033,Nowe Brzesko
1214042,Pałecznica
1214053,Proszowice
1214062,Radziemice
1215011,Jordanów
1215021,Sucha Beskidzka
1215032,Budzów
1215042,Bystra-Sidzina
1215052,Jordanów
1215063,Maków Podhalański
1215072,Stryszawa
1215082,Zawoja
1215092,Zembrzyce
1216013,Ciężkowice
1216022,Gromnik
1216032,Lisia Góra
1216042,Pleśna
1216053,Radłów
1216063,Ryglice
1216072,Rzepiennik Strzyżewski
1216082,Skrzyszów
1216092,Tarnów
1216103,Tuchów
1216112,Wierzchosławice
1216122,Wietrzychowice
1216133,Wojnicz
1216143,Zakliczyn
1216153,Żabno
1216162,Szerzyny
1217011,Zakopane
1217022,Biały Dunajec
1217032,Bukowina Tatrzańska
1217042,Kościelisko
1217052,Poronin
1218013,Andrychów
1218022,Brzeźnica
1218033,Kalwaria Zebrzydowska
1218042,Lanckorona
1218052,Mucharz
1218062,Spytkowice
1218072,Stryszów
1218082,Tomice
1218093,Wadowice
1218102,Wieprz
1219012,Biskupice
1219022,Gdów
1219032,Kłaj
1219043,Niepołomice
1219053,Wieliczka
1261011,M. Kraków
1262011,M. Nowy Sącz
1263011,M. Tarnów
1401013,Białobrzegi
1401022,Promna
1401032,Radzanów
1401042,Stara Błotnica
1401052,Stromiec
1401063,Wyśmierzyce
1402011,Ciechanów
1402022,Ciechanów
1402033,Glinojeck
1402042,Gołymin-Ośrodek
1402052,Grudusk
1402062,Ojrzeń
1402072,Opinogóra Górna
1402082,Regimin
1402092,Sońsk
1403011,Garwolin
1403021,Łaskarzew
1403032,Borowie
1403042,Garwolin
1403052,Górzno
1403062,Łaskarzew
1403073,Maciejowice
1403082,Miastków Kościelny
1403092,Parysów
1403103,Pilawa
1403112,Sobolew
1403122,Trojanów
1403132,Wilga
1403143,Żelechów
1404011,Gostynin
1404022,Gostynin
1404032,Pacyna
1404043,Sanniki
1404052,Szczawin Kościelny
1405011,Milanówek
1405021,Podkowa Leśna
1405032,Baranów
1405043,Grodzisk Mazowiecki
1405052,Jaktorów
1405062,Żabia Wola
1406012,Belsk Duży
1406022,Błędów
1406032,Chynów
1406042,Goszczyn
1406053,Grójec
1406062,Jasieniec
1406073,Mogielnica
1406083,Nowe Miasto nad Pilicą
1406092,Pniewy
1406113,Warka
1407012,Garbatka-Letnisko
1407023,Głowaczów
1407032,Gniewoszów
1407042,Grabów nad Pilicą
1407053,Kozienice
1407063,Magnuszew
1407072,Sieciechów
1408011,Legionowo
1408022,Jabłonna
1408032,Nieporęt
1408043,Serock
1408052,Wieliszew
1409012,Chotcza
1409023,Ciepielów
1409033,Lipsko
1409042,Rzeczniów
1409053,Sienno
1409063,Solec nad Wisłą
1410012,Huszlew
1410023,Łosice
1410032,Olszanka
1410042,Platerów
1410052,Sarnaki
1410062,Stara Kornica
1411011,Maków Mazowiecki
1411022,Czerwonka
1411032,Karniewo
1411042,Krasnosielc
1411052,Młynarze
1411062,Płoniawy-Bramura
1411073,Różan
1411082,Rzewnie
1411092,Sypniewo
1411102,Szelków
1412011,Mińsk Mazowiecki
1412043,Cegłów
1412052,Dębe Wielkie
1412063,Dobre
1412073,Halinów
1412082,Jakubów
1412093,Kałuszyn
1412103,Latowicz
1412112,Mińsk Mazowiecki
1412123,Mrozy
1412133,Siennica
1412142,Stanisławów
1412151,Sulejówek
1413011,Mława
1413022,Dzierzgowo
1413032,Lipowiec Kościelny
1413042,Radzanów
1413052,Strzegowo
1413062,Stupsk
1413072,Szreńsk
1413082,Szydłowo
1413092,Wieczfnia Kościelna
1413102,Wiśniewo
1414011,Nowy Dwór Mazowiecki
1414022,Czosnów
1414032,Leoncin
1414043,Nasielsk
1414052,Pomiechówek
1414063,Zakroczym
1415012,Baranowo
1415022,Czarnia
1415032,Czerwin
1415042,Goworowo
1415052,Kadzidło
1415062,Lelis
1415072,Łyse
1415083,Myszyniec
1415092,Olszewo-Borki
1415102,Rzekuń
1415112,Troszyn
1416011,Ostrów Mazowiecka
1416022,Andrzejewo
1416032,Boguty-Pianki
1416043,Brok
1416052,Małkinia Górna
1416062,Nur
1416072,Ostrów Mazowiecka
1416082,Stary Lubotyń
1416092,Szulborze Wielkie
1416102,Wąsewo
1416112,Zaręby Kościelne
1417011,Józefów
1417021,Otwock
1417032,Celestynów
1417043,Karczew
1417052,Kołbiel
1417063,Osieck
1417072,Sobienie-Jeziory
1417082,Wiązowna
1418013,Góra Kalwaria
1418023,Konstancin-Jeziorna
1418032,Lesznowola
1418043,Piaseczno
1418052,Prażmów
1418063,Tarczyn
1419012,Bielsk
1419023,Bodzanów
1419032,Brudzeń Duży
1419042,Bulkowo
1419053,Drobin
1419063,Gąbin
1419072,Łąck
1419082,Mała Wieś
1419092,Nowy Duninów
1419102,Radzanowo
1419112,Słubice
1419122,Słupno
1419132,Stara Biała
1419142,Staroźreby
1419153,Wyszogród
1420011,Płońsk
1420021,Raciąż
1420032,Baboszewo
1420043,Czerwińsk nad Wisłą
1420052,Dzierzążnia
1420062,Joniec
1420072,Naruszewo
1420083,Nowe Miasto
1420092,Płońsk
1420102,Raciąż
1420113,Sochocin
1420122,Załuski
1421011,Piastów
1421021,Pruszków
1421033,Brwinów
1421042,Michałowice
1421052,Nadarzyn
1421062,Raszyn
1422011,Przasnysz
1422023,Chorzele
1422032,Czernice Borowe
1422042,Jednorożec
1422052,Krasne
1422062,Krzynowłoga Mała
1422072,Przasnysz
1423012,Borkowice
1423023,Gielniów
1423032,Klwów
1423043,Odrzywół
1423052,Potworów
1423063,Przysucha
1423072,Rusinów
1423082,Wieniawa
1424012,Gzy
1424022,Obryte
1424032,Pokrzywnica
1424043,Pułtusk
1424052,Świercze
1424062,Winnica
1424072,Zatory
1425011,Pionki
1425022,Gózd
1425033,Iłża
1425042,Jastrzębia
1425052,Jedlińsk
1425063,Jedlnia-Letnisko
1425072,Kowala
1425082,Pionki
1425093,Przytyk
1425103,Skaryszew
1425112,Wierzbica
1425122,Wolanów
1425132,Zakrzew
1426012,Domanice
1426022,Korczew
1426032,Kotuń
1426042,Mokobody
1426053,Mordy
1426062,Paprotnia
1426072,Przesmyki
1426082,Siedlce
1426092,Skórzec
1426102,Suchożebry
1426112,Wiśniew
1426122,Wodynie
1426132,Zbuczyn
1427011,Sierpc
1427022,Gozdowo
1427032,Mochowo
1427042,Rościszewo
1427052,Sierpc
1427062,Szczutowo
1427072,Zawidz
1428011,Sochaczew
1428022,Brochów
1428032,Iłów
1428042,Młodzieszyn
1428052,Nowa Sucha
1428062,Rybno
1428072,Sochaczew
1428082,Teresin
1429011,Sokołów Podlaski
1429022,Bielany
1429032,Ceranów
1429042,Jabłonna Lacka
1429053,Kosów Lacki
1429062,Repki
1429072,Sabnie
1429082,Sokołów Podlaski
1429092,Sterdyń
1430012,Chlewiska
1430023,Jastrząb
1430032,Mirów
1430042,Orońsko
1430053,Szydłowiec
1432013,Błonie
1432022,Izabelin
1432032,Kampinos
1432042,Leszno
1432053,Łomianki
1432063,Ożarów Mazowiecki
1432072,Stare Babice
1433011,Węgrów
1433022,Grębków
1433032,Korytnica
1433042,Liw
1433053,Łochów
1433062,Miedzna
1433072,Sadowne
1433082,Stoczek
1433092,Wierzbno
1434011,Kobyłka
1434021,Marki
1434031,Ząbki
1434041,Zielonka
1434052,Dąbrówka
1434063,Jadów
1434072,Klembów
1434082,Poświętne
1434093,Radzymin
1434102,Strachówka
1434113,Tłuszcz
1434123,Wołomin
1435012,Brańszczyk
1435022,Długosiodło
1435032,Rząśnik
1435042,Somianka
1435053,Wyszków
1435062,Zabrodzie
1436012,Kazanów
1436022,Policzna
1436032,Przyłęk
1436042,Tczów
1436053,Zwoleń
1437013,Bieżuń
1437022,Kuczbork-Osada
1437033,Lubowidz
1437042,Lutocin
1437052,Siemiątkowo
1437063,Żuromin
1438011,Żyrardów
1438023,Mszczonów
1438032,Puszcza Mariańska
1438042,Radziejowice
1438053,Wiskitki
1461011,M. Ostrołęka
1462011,M. Płock
1463011,M. Radom
1464011,M. Siedlce
1465011,M. st. Warszawa
1601011,Brzeg
1601022,Skarbimierz
1601033,Grodków
1601043,Lewin Brzeski
1601052,Lubsza
1601062,Olszanka
1602013,Baborów
1602022,Branice
1602033,Głubczyce
1602043,Kietrz
1603011,Kędzierzyn-Koźle
1603022,Bierawa
1603032,Cisek
1603042,Pawłowiczki
1603052,Polska Cerekiew
1603062,Reńska Wieś
1604013,Byczyna
1604023,Kluczbork
1604032,Lasowice Wielkie
1604043,Wołczyn
1605013,Gogolin
1605023,Krapkowice
1605033,Strzeleczki
1605042,Walce
1605053,Zdzieszowice
1606012,Domaszowice
1606023,Namysłów
1606032,Pokój
1606042,Świerczów
1606052,Wilków
1607013,Głuchołazy
1607022,Kamiennik
1607033,Korfantów
